ホージュン,"株式会社ホージュン（英文社名：HOJUN Co., Ltd.）は、群馬県安中市に本社を置く鉱業会社。ベントナイトの採掘・加工および販売を行う。"
奥多摩工業,"奥多摩工業株式会社（おくたまこうぎょう 英称:Okutama Kogyo CO.,LTD.）は、主に東京都西部の奥多摩地区を中心に、石灰の採掘、販売を行う太平洋セメント系列企業である。会社設立時の社名は奥多摩電気鉄道（おくたまでんきてつどう）で、御嶽駅と氷川駅（現・奥多摩駅）を結ぶ鉄道路線の敷設免許を保有していた。路線が開通する前に免許を国に譲渡し、JR青梅線として開通している。"
関東天然瓦斯開発,関東天然瓦斯開発株式会社（かんとうてんねんがすかいはつ）は、天然ガスの開発・採取・販売、ヨードの製造・販売等の事業を行う株式会社。大多喜ガスとの共同持株会社であるK&Oエナジーグループ株式会社の完全子会社である。
共立マテリアル,共立マテリアル株式会社（きょうりつマテリアル、英: KCM Corporation）は愛知県名古屋市に本社を置くセラミックスメーカー。日本陶器（現・ノリタケカンパニーリミテド）、東洋陶器（現・TOTO）、日本碍子の原料山、精製工場など原料部門を分離・統合して1936年に設立された森村グループの一社である。現在はノリタケカンパニーリミテドの子会社。コンデンサ、ガラス、陶磁器、ファインセラミックスなどの原料粉末を主に製造・販売している。また、元素分析などを行なう分析部門もある。
近江鉱業,近江鉱業株式会社 （おうみこうぎょう）は滋賀県米原市にある会社。愛知製鋼グループ。
釧路コールマイン,"釧路コールマイン株式会社（くしろコールマイン、英語: KUSHIRO COAL MINE CO.,LTD.）は、北海道釧路市に本社を置く日本の唯一の坑内掘石炭生産会社。閉山した太平洋炭礦（たいへいようたんこう）を縮小の上、引継いだ。会社の株主は、釧路ガス、釧路日産自動車、大栄産業、釧路石炭販売、釧路信用金庫が上位5社であり、主に釧路の地方企業で構成された独立系エネルギー資源会社となっている。"
国際石油開発,国際石油開発株式会社（こくさいせきゆかいはつ、INPEX CORPORATION）は、かつて石油・天然ガスの採掘・生産を行っていた企業である。埋蔵量・生産量規模は日本の石油開発会社の中で第一位だった。略称は「INPEX（インペックス）」。2006年（平成18年）に帝国石油と共同で国際石油開発帝石ホールディングスを設立したが、2008年（平成20年）に同社が社名変更した国際石油開発帝石に吸収合併された。
国際石油開発帝石,国際石油開発帝石株式会社（こくさいせきゆかいはつていせき、INPEX CORPORATION）は、石油や天然ガスの開発を行う企業である。
三井松島産業,三井松島産業株式会社（みついまつしまさんぎょう）は、福岡県福岡市中央区に本社を置く海外で炭鉱事業などを行う企業。三井グループ各社の役員間の相互親睦と情報交換を目的とする会合である「三井月曜会」の加盟企業であり、三井住友銀行が主要株主のひとつとなっている。かつては池島炭鉱で炭鉱事業を行っていた。
三井石油開発,三井石油開発株式会社（みついせきゆかいはつ）は、三井グループ17社によって設立された石油開発会社。同時期に各企業グループによって設立された石油開発会社が業績不振から相次いで系列商社等の子会社化されるなか、唯一自律的な発展を遂げた。旧三井鉱山より現物出資を受けたタイランド湾沖のガス権益を発展させたガス・コンデンセート田開発事業が主力。また国際石油開発帝石の第三位株主(4.51%)でもある。
三信鉱工,"三信鉱工株式会社（さんしんこうこう、英: Sanshin Mining Ind. Co., Ltd.）は、 愛知県北設楽郡東栄町に本社を置くセリサイト（絹雲母）の採掘精製会社である。"
住金鉱業,住金鉱業株式会社（すみきんこうぎょう）は、青森県に本社を置く企業。日鉄鉱業の子会社。
住石ホールディングス,住石ホールディングス株式会社（すみせきホールディングス）は、東京都港区に本社を置く日本の企業（持株会社）で、住友グループの鉱業事業の会社を統括する。
住石マテリアルズ,"住石マテリアルズ株式会社（すみせきマテリアルズ、英文社名：Sumiseki Materials Co., Ltd.）は、東京都港区に本社を置く日本の株式会社。鉱業を主な事業としている。"
石炭資源開発,"石炭資源開発株式会社（せきたんしげんかいはつ、英: Japan Coal Development Co.,Ltd.）は、日本の電力会社の出資で設立され、発電用石炭の輸入や、日本国外において資源調査等を行う企業。東京都港区に本社を置く。"
石油資源開発,"石油資源開発株式会社（せきゆしげんかいはつ、Japan Petroleum Exploration Co., Ltd.、略称JAPEX）は、日本国内外の石油、天然ガス資源の権益を有し、開発・生産・輸送・販売を行う株式会社である。"
太平洋炭礦,太平洋炭礦株式会社（たいへいようたんこう）は、北海道釧路市にで炭鉱を運営していた企業である。
中国石油化工集団,中国石油化工集団公司（ちゅうごくせきゆかこうしゅうだんこうし、英語：China Petrochemical Corporation、略称：中石化集団、シノペック、Sinopec）は、中華人民共和国の三大国有石油企業の一つである。前身は、1983年7月20日、精製など石油化学工業を担当するために誕生した中国石油化工総公司である。
帝国石油,"帝国石油株式会社（ていこくせきゆ、英文社名：Teikoku Oil Co., Ltd.）は、かつて石油や天然ガスの採掘・精製・販売を行っていた企業である。2006年（平成18年）に国際石油開発と共同で国際石油開発帝石ホールディングスを設立したが、2008年（平成20年）に同社が社名変更した国際石油開発帝石に吸収合併された。"
日鉄鉱業,"日鉄鉱業株式会社（にってつこうぎょう、英：Nittetsu Mining CO., Ltd.）は、東京都に本社を置く、石灰石の採掘や銅鉱山の開発・操業などを行っている企業。新日鐵住金系。かつて、堂島関東証券の筆頭株主であった。証券業界では「日鉄山（にってつやま）」と呼ばれる。"
日本海洋掘削,"日本海洋掘削株式会社（にほんかいようくっさく、英: Japan Drilling Co.,Ltd.）は、海底石油・天然ガス田の試掘や生産井掘削を受託する企業である。"
明治鉱業,明治鉱業株式会社（めいじこうぎょう）は、かつて日本国内で炭鉱事業などを行っていた企業。
